Conflict,ConflictDescription,ConflictStatus,MediaOutlet,Link,PublicationDate,Headline
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "Reuters","https://mobile.reuters.com/article/amp/idUSKCN1L91MS","08/24/2018","U.S. prosecutors grant Trump Organization CFO immunity in Cohen probe"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "NPR","https://www.npr.org/2018/08/24/641706036/why-the-trump-organizations-business-secrets-may-soon-be-in-the-hands-of-prosecu","08/24/2018","Why The Trump Organization's Business Secrets May Soon Be In The Hands Of Prosecutors"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "Reuters","https://mobile.reuters.com/article/amp/idUSKCN1L91MS","08/24/2018","U.S. prosecutors grant Trump Organization CFO immunity in Cohen probe"
"Ivanka Trump brand","",Active, "Business Insider","https://www.businessinsider.com/ivanka-trump-brand-website-shuts-down-2018-8","08/23/2018","Ivanka Trump's fashion brand has finally shuttered its website"
"Michael Cohen","",Active, "CNN","https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html","08/22/2018","New York tax investigators subpoena Michael Cohen in Trump Foundation probe"
"Michael Cohen","",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-michael-cohen-and-paul-manafort-two-cases-that-shook-the-trump-world","08/22/2018","Michael Cohen and Paul Manafort: Two Cases That Shook the Trump World"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html","08/22/2018","New York tax investigators subpoena Michael Cohen in Trump Foundation probe"
"Donald J. Trump Foundation","The Donald J. Trump Foundation is a New York-based private foundation founded by President Trump. During the 2016 presidential election campaign the foundation's activities came under intense media scrutiny. President Trump attempted to shut the charity down after the 2016 election but was unsuccessful. The New York Attorney General filed a civil lawsuit against those running the organization, including President Trump in June 2018. News organizations also have reported there is a criminal investigation into the foundation.",Active, "CNN","https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html","08/22/2018","New York tax investigators subpoena Michael Cohen in Trump Foundation probe"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "CNN","https://www.cnn.com/2018/08/22/politics/michael-cohen-trump-foundation-subpoena/index.html","08/22/2018","New York tax investigators subpoena Michael Cohen in Trump Foundation probe"
"The Trump Organization","The Trump Organization is the collective name for a group of approximately 500 business entities of which Donald Trump, the current U.S. President, is the sole or principal owner. The businesses include hotels, international real estate, golf clubs and more. While President Trump still owns the company, his sons, Donald Trump Jr. and Eric Trump, have day-to-day control.",Active, "ProPublica","https://www.propublica.org/article/trump-inc-podcast-michael-cohen-and-paul-manafort-two-cases-that-shook-the-trump-world","08/22/2018","Michael Cohen and Paul Manafort: Two Cases That Shook the Trump World"
"Shore Haven Apt#1","",Active, "Healthcare News","https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va","08/20/2018","Vets group sues Trump administration to end 'Mar-A-Lago Council' influence on VA"
"Shore Haven Apt#1","",Active, "Healthcare News","https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va","08/20/2018","Vets group sues Trump administration to end 'Mar-A-Lago Council' influence on VA"
"Mar-a-Lago Club","Mar-A-Lago is a resort and golf club located in Palm Beach, Florida. President Trump purchased Mar-a-Lago in 1985, turning it into a private club and golf course, managed by the Trump Organization, ten years later. The resort seems to be President Trump’s choice destination out of all of the properties he owns. In his first year in office, he spent more time there, a total of 52 days, than any other Trump-branded property. It is also a National Historic Landmark.",Active, "Healthcare News","https://www.healthcareitnews.com/news/update-vets-group-sues-trump-administration-end-mar-lago-council-influence-va","08/20/2018","Vets group sues Trump administration to end 'Mar-A-Lago Council' influence on VA"
